,School_ID,Short_Name,Long_Name,Primary_Category,CPS_School_Profile,Website,School_Latitude,School_Longitude,Program_Type,Application_Requirements,Program_Selections
69,609718,KENNEDY HS,John F Kennedy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609718,http://www.kennedy.cps.edu,-87.78083976,41.78996125,International Baccalaureate (IB),General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and minimum 2.5 GPA in 7th grade.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and minimum 2.5 GPA in 7th grade.Attendance at an Information Session is required for all eligible applicants.,Eligible students are selected on a point system. Points are based on NWEA MAP scores and 7th grade GPA. Students who live within the school's attendance boundary will be given 50 additional points. The school determines the minimum cutoff score for selections.
70,610206,TWAIN,Mark Twain Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610206,https://twain.cps.edu,-87.75892840000002,41.799046399999995,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
71,610170,COLUMBIA EXPLORERS,Columbia Explorers Elementary Academy,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610170,https://columbiaexplorers.org,-87.70419859,41.81106861,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
72,609990,SOUTH LOOP,South Loop Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609990,https://southloopschool.org,-87.62834919,41.85974068,Magnet Cluster (Fine and Performing Arts),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
73,610263,DULLES,John Foster Dulles Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610263,http://dulles.auslchicago.org,-87.61721418,41.77990049,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
74,609730,SENN HS,Nicholas Senn High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609730,https://www.sennhs.org,-87.66713619,41.98902854,Dance,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP.An audition is required for all eligible applicants.,"Eligible students are selected on a point system. Points are based on the student's NWEA MAP scores in reading and math, 7th grade final (cumulative) grades, and the audition."
75,609730,SENN HS,Nicholas Senn High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609730,https://www.sennhs.org,-87.66713619,41.98902854,General Education,None,Students who live within the school's attendance boundary can be admitted automatically. This program only accepts students who live within the school's attendance boundary.
76,609730,SENN HS,Nicholas Senn High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609730,https://www.sennhs.org,-87.66713619,41.98902854,International Baccalaureate (IB),General Education/504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and minimum 2.5 GPA in 7th grade.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and minimum 2.5 GPA in 7th grade.Attendance at an Information Session is required for all eligible applicants.,"Eligible students are selected on a point system. Points are based on NWEA MAP scores and 7th grade GPA. Students who live within the school's attendance boundary will be given 50 additional points. The school determines the minimum cutoff score for selections. Preference is given to students who meet the minimum eligibility requirements, attend an Information Session, and are enrolled in the school�s Middle Years Programme partner, Peirce Elementary School."
77,609730,SENN HS,Nicholas Senn High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609730,https://www.sennhs.org,-87.66713619,41.98902854,Music,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP.An audition is required for all eligible applicants.,"Eligible students are selected on a point system. Points are based on the student's NWEA MAP scores in reading and math, 7th grade final (cumulative) grades, and the audition."
78,609730,SENN HS,Nicholas Senn High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609730,https://www.sennhs.org,-87.66713619,41.98902854,Theatre,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP.An audition is required for all eligible applicants.,"Eligible students are selected on a point system. Points are based on the student's NWEA MAP scores in reading and math, 7th grade final (cumulative) grades, and the audition."
79,609730,SENN HS,Nicholas Senn High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609730,https://www.sennhs.org,-87.66713619,41.98902854,Visual Arts,General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP.A portfolio review is required for all eligible applicants.,"Eligible students are selected on a point system. Points are based on the student's NWEA MAP scores in reading and math, 7th grade final (cumulative) grades, and the portfolio review."
80,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609759,https://www.rccachicago.org,-87.68690615,41.90262579,Allied Health,None,Students are selected on a point system. Points are based on 7th grade final GPA and NWEA MAP scores. The school determines the minimum cutoff score for selections.
81,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609759,https://www.rccachicago.org,-87.68690615,41.90262579,Broadcast Technology,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
82,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609759,https://www.rccachicago.org,-87.68690615,41.90262579,Culinary Arts,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
83,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609759,https://www.rccachicago.org,-87.68690615,41.90262579,General Education,Students who live within the school's attendance boundary have no eligibility requirements.All applicants who live outside of the school's attendance boundary: Minimum GPA of 2.5 in 7th grade and 7th grade minimum attendance percentage of 85.,"Students who live within the school's attendance boundary have no eligibility requirements and can be admitted automatically.Eligible students who live outside of the school's attendance boundary are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
84,609759,CLEMENTE HS,Roberto Clemente Community Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609759,https://www.rccachicago.org,-87.68690615,41.90262579,International Baccalaureate (IB),General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and minimum 2.5 GPA in 7th grade.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP and minimum 2.5 GPA in 7th grade.Attendance is required at an Information Session for all eligible applicants.,Eligible students are selected on a point system. Points are based on NWEA MAP scores and 7th grade GPA. Students who live within the school's attendance boundary will be given 50 additional points. The school determines the minimum cutoff score for selections.
85,610082,MOUNT GREENWOOD,Mount Greenwood Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610082,https://mtgreenwood.cps.edu,-87.70580994,41.69573386,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
86,609779,ARMSTRONG G,George Armstrong International Studies ES,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609779,https://georgearmstrongelementary.org,-87.68444183,42.01014998,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
87,400066,PERSPECTIVES - MATH & SCI HS,Perspectives - Math and Science Academy,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400066,http://www.pcsedu.org,-87.62478772,41.82778386,STEM,None,"Students currently enrolled in the school's eighth grade will receive an offer.Students who are not currently enrolled in the school are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
88,610096,NIGHTINGALE,Florence Nightingale Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610096,http://nightingale.cps.edu,-87.68913886,41.79771438,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
89,400046,LEARN - BUTLER,L.E.A.R.N. - Romano Butler Campus,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400046,http://www.learncharter.org,-87.71067948,41.86727271,General Education,,
90,609921,TELPOCHCALLI,Telpochcalli Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609921,http://www.telpochcalli.cps.edu,-87.69600588,41.84794743,Magnet Cluster (World Language/Two-Way Dual Language),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
91,609939,GILLESPIE,Frank L Gillespie Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609939,https://gillespietech.org,-87.62371944,41.72533228,Magnet Cluster (Technology),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
92,609964,HAMLINE,John H Hamline Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609964,https://hamlinehawks.org,-87.66117466,41.80724156,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
93,610323,BOWEN HS,Bowen High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610323,https://www.bowenhs.org,-87.55755003,41.73462672,General Education,None,"Students who live within the school's attendance boundary can be admitted automatically.Students who live outside of the school's attendance boundary are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
94,610323,BOWEN HS,Bowen High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610323,https://www.bowenhs.org,-87.55755003,41.73462672,Manufacturing,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
95,610323,BOWEN HS,Bowen High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610323,https://www.bowenhs.org,-87.55755003,41.73462672,Pre-Engineering,None,Students are selected on a point system. Points are based on 7th grade final GPA and NWEA MAP scores. The school determines the minimum cutoff score for selections.
96,610120,PECK,Ferdinand Peck Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610120,https://peckelementary.org,-87.71921626,41.78789897,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
97,400059,NORTH LAWNDALE - COLLINS HS,North Lawndale College Prep - Collins,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400059,https://www.nlcphs.org,-87.7006806,41.86414584,General Education,None,"Students are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
98,400047,LEARN - CAMPBELL,L.E.A.R.N. - Charles and Dorothy Campbell Campus,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400047,http://www.learncharter.org,-87.69873872,41.87786063,General Education,,
99,610592,ENGLEWOOD STEM HS,Englewood STEM High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610592,https://englewoodstemhs.cps.edu,-87.63685077,41.77024998,STEM,None,"Students who live within the school's attendance boundary can be admitted automatically.Students who live outside of the school's attendance boundary are randomly selected by computerized lottery. The lottery is conducted in the following order: staff preference, general."
100,609874,DIRKSEN,Everett McKinley Dirksen Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609874,http://dirksen.cps.edu,-87.84104144,41.97371478,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
101,610059,MAYER,Oscar Mayer Magnet School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610059,http://mayermagnet.org/,-87.65728744,41.92320352,Magnet with Boundary (International Baccalaureate Middle Years),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
102,610059,MAYER,Oscar Mayer Magnet School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610059,http://mayermagnet.org/,-87.65728744,41.92320352,Magnet with Boundary (Montessori/Fine and Performing Arts),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students entering grades K-8 who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grades K-7, and who will remain enrolled in the school for the coming school year."
103,400082,ACERO - FUENTES,Acero Charter Schools - Carlos Fuentes,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400082,http://cf.aceroschools.org,-87.69959365,41.93747578,General Education,,
104,400031,CICS - WRIGHTWOOD,CICS - Wrightwood,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400031,https://cicswrightwood.org,-87.69261440000001,41.74536545,General Education,,
105,610340,CHICAGO ACADEMY HS,Chicago Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610340,https://chicagoacademyhs.org,-87.77684657,41.94305449,General Education,"General Education and 504 Plan students: Minimum percentile of 25 in both reading and math on NWEA MAP, and 7th grade minimum attendance percentage of 85.IEP and EL students: Minimum combined percentile of 50 in reading and math on NWEA MAP, and 7th grade minimum attendance percentage of 85.","Students currently enrolled in the school�s eighth grade will have a guaranteed offer to this program.Students who are not currently enrolled in the school�s eighth grade are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, staff preference, proximity, AUSL schools, general."
106,610340,CHICAGO ACADEMY HS,Chicago Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610340,https://chicagoacademyhs.org,-87.77684657,41.94305449,Scholars,"General Education and 504 Plan students: Minimum percentile of 70 in both reading and math on NWEA MAP, minimum 3.0 GPA in 7th grade, and 7th grade minimum attendance percentage of 93.IEP and EL students: Minimum combined percentile of 140 in reading and math on NWEA MAP, minimum 3.0 GPA in 7th grade, and 7th grade minimum attendance percentage of 93.","Eligible students are randomly selected by computerized lottery. The lottery is conducted in the following order: continuing students, sibling, proximity, elementary preference, general."
107,609777,ARMOUR,Phillip D Armour Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609777,https://armourelementary.org/,-87.65065316,41.83385391,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
108,610037,LIBBY,Arthur A Libby Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610037,https://libby.cps.edu,-87.65993282,41.79768483,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
109,610212,ALBANY PARK,Albany Park Multicultural Academy,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610212,http://albanypark.cps.edu,-87.71060879,41.97150444,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
110,400162,INTRINSIC HS,Intrinsic Charter School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=400162,https://intrinsicschools.org,-87.74112863,41.93898843,General Education,None,"Students currently enrolled in the school's eighth grade will receive an offer.Students who are not currently enrolled in the school are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, general."
111,610380,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610380,https://dhwprepmed.org,-87.62502998,41.8061176,General Education,"General Education and 504 Plan students: Minimum percentile of 24 in both reading and math on NWEA MAP and 7th grade minimum attendance percentage of 85.IEP and EL students: Minimum combined percentile of 48 in reading and math on NWEA MAP, and 7th grade minimum attendance percentage of 85.","Eligible students are randomly selected by computerized lottery. The lottery is conducted in the following order: sibling, proximity, general."
112,610380,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610380,https://dhwprepmed.org,-87.62502998,41.8061176,Medical & Health Careers,None,Students are selected on a point system. Points are based on 7th grade final GPA and NWEA MAP scores. The school determines the minimum cutoff score for selections.
113,610544,AZUELA,Mariano Azuela Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610544,http://azuela.cps.edu,-87.73992023,41.77107907,Open Enrollment (Dual Language),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
114,609682,RICHARDS HS,Ellen H Richards Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609682,http://richards.cps.edu,-87.66227785,41.80288138,Accounting,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
115,609682,RICHARDS HS,Ellen H Richards Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609682,http://richards.cps.edu,-87.66227785,41.80288138,Culinary Arts,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
116,609682,RICHARDS HS,Ellen H Richards Career Academy High School,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609682,http://richards.cps.edu,-87.66227785,41.80288138,General Education,None,Students who live within the school's attendance boundary can be admitted automatically.Students who live outside of the school's attendance boundary are randomly selected by computerized lottery.
117,609995,HITCH,Rufus M Hitch Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609995,http://hitch.cps.edu,-87.77912305,41.9836717,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
118,610015,JUNGMAN,Joseph Jungman Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610015,http://jungman.cps.edu/,-87.65230159,41.85806478,Magnet with Boundary (STEM),None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
119,609794,EDISON,Thomas A Edison Regional Gifted Center ES,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609794,https://edisongifted.com,-87.70930367,41.9715061,Selective Enrollment (Regional Gifted Center),"An admissions test is required. Students applying to grades K-4 do not have minimum eligibility requirements in order to be tested. Students applying to grades 5-8 must meet the following minimum eligibility requirements:General Education/504 Plan Students:Minimum percentile of 60 in both reading and math on the NWEA MAP.IEP Students: Minimum percentile of 50 in one subject (reading or math), and minimum percentile of 40 in the other subject on the NWEA MAP.","Students are selected based on their admissions exam score. At the entry-level grade, the first 30 percent of the seats are filled by rank ordering the exam scores. The remaining seats at the entry-level grade are equally distributed among the four tiers, and are filled in rank order by the top-scoring students in each tier. For all grades above the entry-level grades, seats are filled by the top-scoring students in rank order. There is no sibling preference."
120,610274,JOHNSON,James Weldon Johnson Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610274,https://johnsonsoe.org,-87.70313876,41.86183619,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
121,610146,REVERE,Paul Revere Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610146,https://wearerevere.org,-87.60017682,41.76419587,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year."
122,609735,TILDEN HS,Edward Tilden Career Community Academy HS,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609735,http://tilden.cps.edu/,-87.64296648,41.80751007,Culinary Arts,None,Students are randomly selected by computerized lottery. General Education and 504 Plan students: Preference is given to students with percentiles of 24 and above on the NWEA MAP in reading and math. A total of 30% of the seats will be made available to attendance area applicants.IEP and EL students: Preference is given to students with combined NWEA MAP scores that equal 48 or above.Note: Repeating 8th graders and students pushed into 8th grade from 6th grade due to age requirements qualify for selection but will be placed in a lower preference group.
123,609735,TILDEN HS,Edward Tilden Career Community Academy HS,HS,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=609735,http://tilden.cps.edu/,-87.64296648,41.80751007,General Education,None,Students who live within the school's attendance boundary can be admitted automatically.Students who live outside of the school's attendance boundary are randomly selected by computerized lottery.
124,610312,MCDOWELL,Mary E McDowell Elementary School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610312,https://www.memcdowellelementaryschool.com,-87.5895895,41.73313231,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.Students who live outside of the school's attendance boundary must submit a Choice Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-4, and who will remain enrolled in the school for the coming school year."
125,610515,DISNEY II ES,Disney II Magnet School,ES,https://schoolinfo.cps.edu/schoolprofile/schooldetails.aspx?SchoolId=610515,https://disneyiimagnet.org,-87.73067838,41.95046051,Magnet (Fine Arts/Technology),None,"Students must submit a Choice Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery."
